"no","title","industry","market","publish","delisted"
"8489","三貝德","其他業","上櫃","2017/04/27","Y"
"8905","裕國","其他業","上櫃","1996/01/31","Y"
"8906","花王","其他業","上櫃","1996/04/23","Y"
"8908","欣雄","油電燃氣業","上櫃","1997/02/14","Y"
"8916","光隆","其他業","上櫃","1999/04/20","Y"
"8917","欣泰","油電燃氣業","上櫃","1999/05/06","Y"
"8921","沈氏","其他業","上櫃","2000/03/21","Y"
"8923","時報","文化創意業","上櫃","1999/12/27","Y"
"8924","大田","其他業","上櫃","2000/02/09","Y"
"8927","北基","油電燃氣業","上櫃","2000/11/02","Y"
"8928","鉅明","其他業","上櫃","2001/02/02","Y"
"8929","富堡","其他業","上櫃","2000/11/30","Y"
"8930","青鋼","鋼鐵工業","上櫃","2000/12/06","Y"
"8931","大汽電","油電燃氣業","上櫃","2001/05/10","Y"
"8932","宏大","其他業","上櫃","2001/03/29","Y"
"8933","愛地雅","其他業","上櫃","2001/03/28","Y"
"8935","邦泰","其他業","上櫃","2002/03/26","Y"
"8936","國統","其他業","上櫃","2002/09/09","Y"
"8937","合騏","其他業","上櫃","2002/10/29","Y"
"8938","明安","其他業","上櫃","2002/12/02","Y"
"8941","關中","貿易百貨業","上櫃","2003/01/20","Y"
"8942","森鉅","其他業","上櫃","2003/05/16","Y"
"9949","琉園","文化創意業","上櫃","2003/11/21","Y"
"9950","萬國通","塑膠工業","上櫃","2004/02/17","Y"
"9951","皇田","電機機械","上櫃","2003/12/18","Y"
"9960","邁達康","貿易百貨業","上櫃","2004/12/06","Y"
"9962","有益","鋼鐵工業","上櫃","2006/07/10","Y"
